customer_id,organization_id,customer_name,aadhaar_number,pan_number,deleted_at,retention_period,kyc_status,masked_ssn
813,ORG-0001,Deepak Pandey,776886511422,WKSBR8644G,,1 year,verified,XXX-XX-7589
814,ORG-0003,Riya Malhotra,249518809893,MOKHY2844A,,5 years,failed,XXX-XX-3811
815,ORG-0007,Riya Malhotra,612659286239,RQSBJ3594M,,1 year,failed,XXX-XX-9824
816,ORG-0008,Reyansh Gupta,239592557625,BDWBO7148A,,7 years,failed,XXX-XX-4633
817,ORG-0002,Ananya Desai,216279696009,YUCAT9424B,,10 years,verified,XXX-XX-9480
818,ORG-0002,Aadhya Rao,445641822576,AWLPQ6991U,,5 years,verified,XXX-XX-2233
819,ORG-0007,Kavya Pillai,245158814302,ADATD4689N,,5 years,failed,XXX-XX-5412
820,ORG-0004,Ananya Desai,861296880078,VYDCV8255E,,7 years,failed,XXX-XX-5073
821,ORG-0001,Sai Nair,654872370926,JDTGB3272Y,2024-12-27 14:50:23,5 years,verified,XXX-XX-4982
822,ORG-0007,Lakshmi Sundaram,688518592396,KDFCH4386T,,7 years,failed,XXX-XX-2207
823,ORG-0003,Diya Kapoor,654989102637,EKQAM4049S,,3 years,failed,XXX-XX-7176
824,ORG-0010,Riya Malhotra,457772354957,MMPHY4325B,,5 years,pending,XXX-XX-2567
825,ORG-0006,Reyansh Gupta,595110002668,MKVBZ3620J,,10 years,verified,XXX-XX-4567
826,ORG-0005,Vihaan Singh,228416515564,VJECJ9396B,,3 years,failed,XXX-XX-4803
827,ORG-0001,Riya Malhotra,994919561991,VOZAU9358C,,5 years,pending,XXX-XX-1045
828,ORG-0008,Pooja Thakur,849434767927,WIUGP2739V,,10 years,failed,XXX-XX-7630
829,ORG-0002,Aarav Sharma,244609320561,ZDITX8501P,,7 years,verified,XXX-XX-4110
830,ORG-0005,Deepak Pandey,488382674077,NWUHC9864K,2025-05-30 02:50:30,1 year,failed,XXX-XX-2471
831,ORG-0008,Amit Choudhury,591532390858,JAJBX7084I,,10 years,expired,XXX-XX-6992
832,ORG-0004,Pooja Thakur,390440028036,XDHAY2971C,,1 year,pending,XXX-XX-7268
833,ORG-0007,Suresh Naidu,477059539661,ALOCM3639M,,7 years,pending,XXX-XX-4337
834,ORG-0004,Ananya Desai,810192855070,LBSTR4950V,,10 years,verified,XXX-XX-9861
835,ORG-0005,Geetha Raghavan,501813132307,EKEBD5424V,,3 years,pending,XXX-XX-1296
836,ORG-0006,Ayaan Joshi,964932467860,RDQFC4030T,,3 years,failed,XXX-XX-7901
837,ORG-0008,Meera Krishnamurthy,891427593914,JTHCL4542M,,1 year,failed,XXX-XX-1849
838,ORG-0007,Ayaan Joshi,232831566480,QPAFS0118H,,3 years,failed,XXX-XX-3216
839,ORG-0001,Pooja Thakur,636743452163,EKBPN0849P,,5 years,failed,XXX-XX-5478
840,ORG-0010,Arjun Kumar,237922351051,SPJHQ2887M,,3 years,pending,XXX-XX-7078
841,ORG-0003,Vihaan Singh,960632814158,AALCY4901Z,,5 years,failed,XXX-XX-1445
842,ORG-0002,Diya Kapoor,560279483059,OJEGC2535B,,5 years,failed,XXX-XX-4502
843,ORG-0002,Karan Banerjee,769407190654,OKZGW4238R,,5 years,expired,XXX-XX-5322
844,ORG-0009,Aadhya Rao,850601274479,OGABS1034G,,3 years,expired,XXX-XX-4484
845,ORG-0003,Reyansh Gupta,820893789849,QPECO4291X,,5 years,pending,XXX-XX-1765
846,ORG-0003,Ayaan Joshi,400604171216,YMBTQ1674K,,5 years,failed,XXX-XX-6604
847,ORG-0003,Radha Venkatesh,809356052078,KHGCF7467E,,7 years,expired,XXX-XX-4577
848,ORG-0004,Aditya Reddy,885994249420,JGUHT3671J,2022-03-18 20:30:50,5 years,verified,XXX-XX-3167
849,ORG-0008,Krishna Iyer,268475443987,LEVFW4863Z,,7 years,failed,XXX-XX-7744
850,ORG-0002,Ishaan Mehta,925625257673,VSVTZ0574S,,5 years,failed,XXX-XX-1232
851,ORG-0005,Pooja Thakur,514821792318,EOSPZ6693J,,5 years,pending,XXX-XX-5120
852,ORG-0001,Aarav Sharma,314798115597,YHVCK3454Q,,10 years,pending,XXX-XX-3109
853,ORG-0004,Aadhya Rao,906923069172,OJHTT5820V,,7 years,expired,XXX-XX-5412
854,ORG-0010,Suresh Naidu,816206913183,BWKLM1039X,,10 years,expired,XXX-XX-5551
855,ORG-0006,Priya Verma,837340924005,NIULZ5163N,,5 years,failed,XXX-XX-2745
856,ORG-0003,Sai Nair,682754218259,XZAFK8874H,,1 year,failed,XXX-XX-5387
857,ORG-0003,Sita Menon,554173065065,WTFTA5406T,,10 years,expired,XXX-XX-3210
858,ORG-0005,Ananya Desai,451365294379,TMZAS3695V,2023-11-21 18:53:40,10 years,verified,XXX-XX-3299
859,ORG-0007,Aarav Sharma,472188893594,DNPAO1300X,,7 years,expired,XXX-XX-5680
860,ORG-0009,Sara Bose,933960879671,FNTCT3686Z,,1 year,expired,XXX-XX-3607
861,ORG-0004,Rohan Mishra,518067362480,HNCJG6315V,,1 year,failed,XXX-XX-2511
862,ORG-0009,Sita Menon,345213333656,AKDCO7244Q,,1 year,pending,XXX-XX-3805
863,ORG-0004,Priya Verma,208748876463,OVZTK7074K,,10 years,verified,XXX-XX-9923
864,ORG-0009,Pooja Thakur,287405365352,PSKLR2254Q,2022-11-15 00:43:30,7 years,verified,XXX-XX-3472
865,ORG-0004,Riya Malhotra,861976630852,EOUPU3675E,,1 year,expired,XXX-XX-1115
866,ORG-0007,Myra Chatterjee,280527515825,XNYLV3992K,2024-10-02 10:29:32,10 years,expired,XXX-XX-9496
867,ORG-0004,Reyansh Gupta,734847786810,IQRHO6010P,,3 years,failed,XXX-XX-5590
868,ORG-0005,Vivaan Patel,635293340915,DFQHB1543Y,,10 years,verified,XXX-XX-1613
869,ORG-0010,Rohan Mishra,984408298639,NGZTZ2998N,,7 years,failed,XXX-XX-1354
870,ORG-0002,Sara Bose,596475215442,XPSCV4135X,,1 year,pending,XXX-XX-2453
871,ORG-0006,Kavya Pillai,796692108709,JTNTN7042J,,7 years,failed,XXX-XX-7369
872,ORG-0003,Deepak Pandey,336320629913,BAACF0645U,,5 years,verified,XXX-XX-4734
873,ORG-0005,Lakshmi Sundaram,663872568272,DVWPM2622A,,7 years,failed,XXX-XX-1484
874,ORG-0010,Deepak Pandey,871513453449,CDILH2891E,,3 years,failed,XXX-XX-9916
875,ORG-0001,Aditya Reddy,579584604406,DHVBI2627L,2023-09-15 12:58:23,7 years,failed,XXX-XX-3295
876,ORG-0007,Lakshmi Sundaram,213412573935,PIPCU1638Z,2025-05-29 01:01:13,10 years,failed,XXX-XX-1040
877,ORG-0003,Deepak Pandey,737987226831,DNNTA3790L,,1 year,failed,XXX-XX-8900
878,ORG-0005,Riya Malhotra,510274553080,AAIFO4401W,,5 years,verified,XXX-XX-1979
879,ORG-0002,Deepak Pandey,990200024464,YAUBR4066K,,3 years,failed,XXX-XX-8440
880,ORG-0001,Sara Bose,214519732715,KBFCQ4369W,2023-10-31 04:10:18,1 year,verified,XXX-XX-5739
881,ORG-0003,Aarav Sharma,840327509480,FTDCE2038S,,3 years,verified,XXX-XX-7102
882,ORG-0007,Arjun Kumar,206600723215,FEELD7172N,,5 years,pending,XXX-XX-4548
883,ORG-0005,Sai Nair,828640254272,SPJLY4668H,,10 years,failed,XXX-XX-3905
884,ORG-0010,Priya Verma,538069948506,MXYHZ2609N,,5 years,expired,XXX-XX-7053
885,ORG-0004,Ayaan Joshi,886187993760,IOSLE7858X,,5 years,pending,XXX-XX-7361
886,ORG-0008,Sita Menon,423068641695,IFRLR3725N,,7 years,pending,XXX-XX-5850
887,ORG-0010,Priya Verma,567770086518,XNFJC0084M,2025-11-16 05:49:53,1 year,verified,XXX-XX-5487
888,ORG-0009,Pooja Thakur,889908322114,HUPGZ7332E,,3 years,expired,XXX-XX-5858
889,ORG-0006,Suresh Naidu,828547586324,VGWBV1673J,,1 year,expired,XXX-XX-8397
890,ORG-0001,Sara Bose,522113175175,GPTAY7129G,,7 years,expired,XXX-XX-4360
891,ORG-0005,Kavya Pillai,328560004609,ZXCLA9576C,,1 year,failed,XXX-XX-3646
892,ORG-0001,Arjun Kumar,889450986212,YUGHJ5892G,2022-05-06 22:30:36,1 year,expired,XXX-XX-2633
893,ORG-0004,Sita Menon,803488718702,RYVCJ9609Q,,1 year,failed,XXX-XX-2507
894,ORG-0002,Arjun Kumar,982146769457,MHLTC2709P,,1 year,expired,XXX-XX-3000
895,ORG-0010,Ishaan Mehta,421380292058,LRKLR2313Y,,5 years,verified,XXX-XX-1033
896,ORG-0003,Rohan Mishra,727075565931,KHOTH9019W,,7 years,expired,XXX-XX-6699
897,ORG-0007,Reyansh Gupta,735881601471,JJGAP0029I,,3 years,verified,XXX-XX-7194
898,ORG-0009,Rohan Mishra,882757109940,OBHBP1141Q,,1 year,failed,XXX-XX-3643
899,ORG-0003,Ayaan Joshi,451525485365,PAHAX7261L,,1 year,verified,XXX-XX-5034
900,ORG-0006,Karan Banerjee,289337417515,VULBU7695B,,7 years,pending,XXX-XX-1478
901,ORG-0003,Sita Menon,280369733685,DTTBU2444X,,3 years,verified,XXX-XX-3871
902,ORG-0002,Rohan Mishra,502395709451,DDFTX9499X,,10 years,verified,XXX-XX-6225
903,ORG-0006,Kavya Pillai,799753752573,VPLAW2858N,2022-05-17 23:03:24,5 years,expired,XXX-XX-8531
904,ORG-0004,Ayaan Joshi,973803402607,PODFU0243T,,10 years,expired,XXX-XX-5845
905,ORG-0005,Ishaan Mehta,974938021796,EHAAI0737K,,7 years,verified,XXX-XX-6367
906,ORG-0009,Ananya Desai,748501480232,BZFCT7621H,,5 years,pending,XXX-XX-9607
907,ORG-0007,Ayaan Joshi,229141860149,YPVAJ0491D,,3 years,pending,XXX-XX-7653
908,ORG-0007,Pooja Thakur,549021302859,NHUHA1005D,,3 years,pending,XXX-XX-7122
909,ORG-0010,Ayaan Joshi,960000764314,ISRJC5393X,,10 years,pending,XXX-XX-4717
910,ORG-0001,Ishaan Mehta,779129649503,IHTFO0769L,,10 years,verified,XXX-XX-2315
911,ORG-0008,Priya Verma,897336670052,OVQJR0676E,,1 year,verified,XXX-XX-7402
912,ORG-0008,Rohan Mishra,906443114557,BDVPX2549C,2022-11-08 19:19:12,1 year,verified,XXX-XX-1473
913,ORG-0004,Aadhya Rao,772756870146,PQWLT2975I,,10 years,pending,XXX-XX-9141
914,ORG-0007,Ananya Desai,383250028882,ELHLO8883Z,,3 years,failed,XXX-XX-6176
915,ORG-0006,Ayaan Joshi,548637692421,LEVTJ7804E,,7 years,pending,XXX-XX-7861
916,ORG-0006,Myra Chatterjee,781687787191,TSPTY2621E,,5 years,expired,XXX-XX-7082
917,ORG-0001,Sai Nair,472458967093,ZSMCL1560A,,10 years,pending,XXX-XX-2533
918,ORG-0005,Aadhya Rao,471686962094,MTLLG4218Z,,3 years,verified,XXX-XX-2848
919,ORG-0002,Arjun Kumar,409086291875,WFZFN8639Q,,10 years,expired,XXX-XX-9171
920,ORG-0002,Amit Choudhury,538629885095,XHSAD8167C,,3 years,failed,XXX-XX-1817
921,ORG-0001,Aditya Reddy,382138786500,YTPAJ2022C,,7 years,failed,XXX-XX-2242
922,ORG-0004,Lakshmi Sundaram,716152335169,AXNHM2184I,2025-05-30 01:09:56,7 years,verified,XXX-XX-7632
923,ORG-0010,Neha Saxena,541039479158,MVLTX7214P,,5 years,verified,XXX-XX-6453
924,ORG-0009,Reyansh Gupta,713554413323,GRUPF2360Y,,5 years,verified,XXX-XX-2090
925,ORG-0006,Kavya Pillai,694480821528,XMMLN5823U,,1 year,pending,XXX-XX-6241
926,ORG-0003,Geetha Raghavan,794905890993,DSAJY8571P,,7 years,expired,XXX-XX-2899
927,ORG-0002,Radha Venkatesh,611769170406,BVSGE1648B,,7 years,expired,XXX-XX-8694
928,ORG-0002,Suresh Naidu,896543747445,HPSLQ8170T,,3 years,pending,XXX-XX-5612
929,ORG-0003,Karan Banerjee,863769185721,QAAGP6473Z,,1 year,verified,XXX-XX-6386
930,ORG-0001,Deepak Pandey,303810513524,GMIJR9235W,,7 years,verified,XXX-XX-4062
931,ORG-0002,Ishaan Mehta,840228546860,GEWBP6843Y,,5 years,expired,XXX-XX-9826
932,ORG-0006,Krishna Iyer,494108676034,BHTAK0072E,,1 year,expired,XXX-XX-4324
933,ORG-0001,Radha Venkatesh,593462578800,BSPPT5041A,,5 years,verified,XXX-XX-3842
934,ORG-0009,Rohan Mishra,539059760700,GFLLC2419A,,1 year,pending,XXX-XX-3246
935,ORG-0007,Neha Saxena,339734624037,SBVBB9696X,,10 years,expired,XXX-XX-9146
936,ORG-0004,Pooja Thakur,962159714297,TJABM8460P,,3 years,pending,XXX-XX-7703
937,ORG-0004,Sara Bose,707376445146,LVNTW6439K,,10 years,verified,XXX-XX-8598
938,ORG-0005,Riya Malhotra,585136413640,HOEPL9539W,,5 years,verified,XXX-XX-8222
939,ORG-0002,Radha Venkatesh,835108593388,NLQGQ4067A,,3 years,failed,XXX-XX-5419
940,ORG-0010,Amit Choudhury,454846966752,ACWHU0636P,,10 years,verified,XXX-XX-7578
941,ORG-0010,Diya Kapoor,491842153807,YQACZ2137E,,10 years,expired,XXX-XX-6955
942,ORG-0004,Priya Verma,696386873994,JKUJI0397L,,5 years,failed,XXX-XX-4585
943,ORG-0005,Ananya Desai,326896495685,NUOFV9354F,,7 years,pending,XXX-XX-8113
944,ORG-0007,Lakshmi Sundaram,652064349924,EWKTR2822X,,10 years,failed,XXX-XX-9774
945,ORG-0001,Diya Kapoor,277309012475,ALHTY1042X,,3 years,failed,XXX-XX-5417
946,ORG-0006,Karan Banerjee,229015336663,HIRPD3381O,,3 years,pending,XXX-XX-9052
947,ORG-0010,Geetha Raghavan,717711652840,ELGPN8316D,,10 years,failed,XXX-XX-9124
948,ORG-0004,Neha Saxena,556330640692,CGCJV9383V,,7 years,verified,XXX-XX-7846
949,ORG-0003,Priya Verma,451422088682,JLSCY4814Q,,1 year,expired,XXX-XX-7426
950,ORG-0003,Aarav Sharma,242640895941,MBIHX6518V,,7 years,expired,XXX-XX-4728
951,ORG-0002,Sai Nair,522795058029,DDPFM2065Z,,1 year,pending,XXX-XX-5183
952,ORG-0003,Priya Verma,774460720227,XNSGH4627B,,3 years,expired,XXX-XX-8924
953,ORG-0002,Karan Banerjee,334616419982,XFEBN1677P,,10 years,pending,XXX-XX-3567
954,ORG-0002,Riya Malhotra,538746447359,RMLGL8780G,2023-07-16 10:03:00,3 years,verified,XXX-XX-3145
955,ORG-0007,Deepak Pandey,555029681330,TBQAI0772V,,5 years,failed,XXX-XX-2127
956,ORG-0009,Amit Choudhury,424508864085,IGHAD5102V,,5 years,pending,XXX-XX-3847
957,ORG-0001,Suresh Naidu,560731744058,RRQJH7645W,,7 years,expired,XXX-XX-8899
958,ORG-0003,Vivaan Patel,201277994420,JUUPT3145C,,10 years,verified,XXX-XX-5338
959,ORG-0005,Diya Kapoor,694463311407,LTVPQ4145M,,7 years,expired,XXX-XX-8219
960,ORG-0009,Ayaan Joshi,234418578076,FRSGV3023M,,7 years,pending,XXX-XX-4578
961,ORG-0001,Ishaan Mehta,304761632262,ZTFLI4833S,,10 years,expired,XXX-XX-1357
962,ORG-0004,Myra Chatterjee,502269276038,ZTDTD6193T,,1 year,verified,XXX-XX-5329
963,ORG-0001,Myra Chatterjee,450411450547,PZKAP3467X,,5 years,expired,XXX-XX-5667
964,ORG-0010,Pooja Thakur,960181128797,JTOPV1994P,,5 years,expired,XXX-XX-4985
965,ORG-0002,Sara Bose,581498418444,HKMPQ0585W,,10 years,verified,XXX-XX-7421
966,ORG-0009,Sai Nair,212844416132,URKBZ8065I,,1 year,failed,XXX-XX-1922
967,ORG-0004,Priya Verma,467375349868,XOVCP8926E,,5 years,verified,XXX-XX-8175
968,ORG-0005,Aditya Reddy,438079924415,YVZFM8152T,,5 years,verified,XXX-XX-4406
969,ORG-0009,Krishna Iyer,723202885572,UQQLW6375E,,1 year,pending,XXX-XX-2763
970,ORG-0008,Priya Verma,539945029499,LMDJV2209J,,3 years,pending,XXX-XX-5429
971,ORG-0002,Amit Choudhury,580627430805,UHEPI1906H,,5 years,verified,XXX-XX-6040
972,ORG-0008,Sara Bose,779174039089,HIJTR6010J,,3 years,failed,XXX-XX-6321
973,ORG-0002,Karan Banerjee,258309701368,EPZAU9233S,,7 years,pending,XXX-XX-3750
974,ORG-0010,Diya Kapoor,523500871685,UUHGU6104F,,3 years,failed,XXX-XX-7719
975,ORG-0004,Reyansh Gupta,665222397399,GALHZ2271T,,10 years,failed,XXX-XX-6628
976,ORG-0001,Aadhya Rao,628081759562,JHZJU8249N,,3 years,failed,XXX-XX-2574
977,ORG-0008,Myra Chatterjee,704850773152,LYZTU4394S,,10 years,failed,XXX-XX-8487
978,ORG-0001,Sara Bose,348688408694,CZFPI7994K,,5 years,expired,XXX-XX-8080
979,ORG-0006,Aarav Sharma,707400425710,HFZTU9538I,,1 year,failed,XXX-XX-7700
980,ORG-0007,Geetha Raghavan,543179974479,PXUBJ9839V,,10 years,failed,XXX-XX-9036
981,ORG-0007,Deepak Pandey,478390475226,TWWLG3308A,,3 years,expired,XXX-XX-9999
982,ORG-0010,Myra Chatterjee,708602981874,LNTAG3401N,,5 years,failed,XXX-XX-4461
983,ORG-0010,Krishna Iyer,855772561246,KMVAO8883L,,7 years,pending,XXX-XX-7774
984,ORG-0003,Myra Chatterjee,594306996829,MUJGV2225K,,5 years,pending,XXX-XX-8309
985,ORG-0008,Meera Krishnamurthy,688974452216,YMMBJ5320Y,,3 years,pending,XXX-XX-1973
986,ORG-0010,Riya Malhotra,276087733526,HGGHU6331G,,3 years,expired,XXX-XX-8042
987,ORG-0001,Rohan Mishra,280485002392,RVCTW7553K,,1 year,verified,XXX-XX-6214
988,ORG-0009,Reyansh Gupta,972433495744,MASTN3673E,,1 year,failed,XXX-XX-3181
989,ORG-0006,Myra Chatterjee,795060776012,SMXAK2425F,,1 year,failed,XXX-XX-1897
990,ORG-0006,Aditya Reddy,585333825041,TIGGJ8032D,2025-10-08 05:58:46,3 years,expired,XXX-XX-4697
991,ORG-0006,Aditya Reddy,849840023518,DNFLY3839Q,,5 years,pending,XXX-XX-2948
992,ORG-0008,Kavya Pillai,736685769994,OJJPD3362G,,1 year,pending,XXX-XX-6096
993,ORG-0009,Suresh Naidu,357001588113,PVICD6857H,,1 year,verified,XXX-XX-3840
994,ORG-0002,Neha Saxena,719292410838,FBBFB1824R,2025-12-29 03:57:03,10 years,expired,XXX-XX-6907
995,ORG-0010,Kavya Pillai,663477283813,OZPBE4692E,2023-09-21 21:05:59,10 years,verified,XXX-XX-1375
996,ORG-0007,Vihaan Singh,893608887616,GUDPE4516U,,5 years,expired,XXX-XX-3793
997,ORG-0007,Lakshmi Sundaram,890125900329,RQXHP1160G,,1 year,verified,XXX-XX-8590
998,ORG-0005,Kavya Pillai,767214160396,VIZAW9993Z,,5 years,verified,XXX-XX-3842
999,ORG-0003,Krishna Iyer,243344866375,AWQTQ3362D,,5 years,failed,XXX-XX-8068
1000,ORG-0003,Ayaan Joshi,959483696809,KYKCE8000X,,10 years,expired,XXX-XX-1149
